基金代號,基金名稱,標的指數/追蹤指數名稱,總機,基金類型,英文名稱,地址,董事長,發言人,總經理,代理發言人,投資經理人,統一編號,總代理人,上市日期,成立日期,發行單位數/轉換數,過戶機構,過戶電話,過戶地址,指數股票型基金(ETF)之標的指數是否包含外國成份股,備註
771,元大標普美國高息特別股ETF證券投資信託基金,標普美國高收益特別股指數,(02)27175555,國外成分證券指數股票型基金,Yuanta S&P U.S. High Yield Preferred Stock ETF,臺北市大安區敦化南路二段69號18樓及67號地下一層,劉宗聖,陳沛宇,陳沛宇,林瑞源,劉偉正,74705236,,108/05/16,108/04/25,"20,225,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
00774B,新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF 證券投資信託基金,中債-10年期國債及政策銀行債綠色增強指數,(02)25071123,國外成分證券指數股票型基金,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,王韻茹,74708917,,108/02/27,108/01/25,"2,350,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
00774C,新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金,中債-10年期國債及政策銀行債綠色增強指數,(02)25071123,國外成份/加掛外幣證券指數股票型基金,Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF RMB,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,林怡君,74708917,,108/08/28,108/07/01,"1,950,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
00775B,新光全方位收益ETF傘型證券投資信託基金之新光富時15年以上特選產業美元投資等級債券ETF證券投資信託基金,富時15年期以上投資等級債券指數,(02)25071123,國外成分證券指數股票型基金,Shin Kong FTSE 15 Years Investment Grade USD Corporate Bond ETF,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,王韻茹,74708894,,108/02/15,108/01/25,"100,100,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
776,新光全方位收益ETF傘型證券投資信託基金之新光NYSE美國核心大型權值股ETF證券投資信託基金,NYSE 美國核心大型權值股指數,(02)25071123,國外成分證券指數股票型基金,Shin Kong NYSE US Core Large Cap ETF,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,N/A,74708867,,108/02/15,108/01/25,"100,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
783,富邦多元收益ⅡETF傘型證券投資信託基金之富邦中國中証中小500ETF證券投資信託基金,中証小盤500指數,(02)8771-6688,國外成分證券指數股票型基金,Fubon China CSI 500 Index ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,陳又又吉,74721518,富邦證券投資信託股份有限公司,108/03/27,108/03/20,"9,531,000",富邦證券投資信託股份有限公司,(02)8771-6688,台北市敦化南路一段108號8樓,是,
80,恒生H股指數股票型基金,恒生H股指數,(02)23257888,境外指數股票型基金,HANG SENG H-SHARE INDEX ETF,台北市敦化南路二段99號24樓,馮孝忠,陳如中,馮孝忠,李珮瑜,恒生投資管理有限公司,22102255,匯豐中華證券投資信託股份有限公司,098/08/14,092/11/19,"500,000",匯豐中華證券投資信託股份有限公,(02)23257888,台北市敦化南路二段99號24樓,是,
81,恒生指數股票型基金,恒生指數,(02)23257888,境外指數股票型基金,HANG SENG INDEX ETF,台北市敦化南路二段99號24樓,馮孝忠,陳如中,馮孝忠,李珮瑜,恒生投資管理有限公司,22102255,匯豐中華證券投資信託股份有限公司,098/08/14,093/09/13,"250,000",匯豐中華證券投資信託股份有限公,(02)23257888,台北市敦化南路二段99號24樓,是,
8201,標智上證50中國指數基金(本基金配息來源可能為本金),上證50指數,(02)2181-5678,境外指數股票型基金,W.I.S.E. - SSE 50 China Tracker,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,吳麗真,中銀國際英國保誠資產,70806514,凱基證券投資信託股份有限公司,099/12/08,098/04/09,"349,100",凱基證券股份有限公司股務代理部,2389-2999,台北市重慶南路1段2號5樓,是,
830,國泰大三元ETF傘型證券投資信託基金之美國費城半導體證券投資信託基金,美國費城半導體指數,227008399,國外成分證券指數股票型基金,Cathay U.S. PHLX Semiconductor Sector ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,游日傑,75968002,國泰證券投資信託股份有限公司,108/05/03,108/04/23,"341,465,000",台灣集中保管結算所股份有限公司,227195805,台北市復興北路363號11樓,是,
850,元大臺灣ESG永續ETF證券投資信託基金,臺灣永續指數,(02)27175555,國內成分證券指數股票型基金,Yuanta FTSE4Good TIP Taiwan ESG ETF,臺北市大安區敦化南路二段69號18樓及67號地下一層,劉宗聖,陳沛宇,陳沛宇,林瑞源,邱鉦淵,76322163,,108/08/23,108/08/15,"378,444,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,否,
851,台新SG全球AI機器人精選ETF證券投資信託基金,SG全球AI機器人精選指數,2501-3838,國外成分證券指數股票型基金,Taishin SG Global AI and Robotics Select ETF,台北市中山區德惠街9-1號1樓,吳光雄,葉柱均,葉柱均,NA,王嘉豪,76321684,,108/08/12,108/07/30,"9,025,000",台灣集中保管結算所股份有限公司,27195805,台北市復興北路363號11樓,是,
00852L,國泰道瓊工業平均指數單日正向2倍證券投資信託基金,道瓊斯工業平均單日正向2倍指數,02-27008399,槓桿/反向指數股票型基金,Cathay DJIA Daily Leveraged 2X ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,蘇鼎宇,76325112,國泰證券投資信託股份有限公司,108/08/22,108/08/15,"13,365,000",台灣集中保管結算所股份有限公司,02-27195805,台北市復興北路363號11樓,是,
861,元大全球未來通訊ETF證券投資信託基金,ICE FactSet 全球未來通訊指數,02-27175555,國外成分證券指數股票型基金,Yuanta Global NextGen Communications ETF,臺北市大安區敦化南路二段69號18樓及67號地下一層,劉宗聖,陳沛宇,陳沛宇,林瑞源,盧永祥,76347684,,108/11/19,108/11/11,"128,912,000",臺灣集中保管結算所股份有限公司,02-27195805,台北市復興北路363號11樓,是,
00865B,國泰美國收益傘型證券投資信託基金之美國短期公債ETF證券投資信託基金,彭博美國短期公債收益指數,02-27008399,國外成分證券指數股票型基金,Cathay US Short Term Treasury ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,鄭立誠,76355987,國泰證券投資信託股份有限公司,108/11/25,108/11/15,"9,744,000",台灣集中保管結算所股份有限公司,02-27195805,台北市復興北路363號11樓,是,
866,新光優質收益ETF傘型證券投資信託基金之新光Shiller Barclays CAPE&reg;美國產業價值投資ETF證券投資信託基金,Shiller Barclays CAPE&reg;美國產業價值投資指數,(02)25071123,國外成分證券指數股票型基金,Shin Kong Shiller Barclays CAPE&reg; US Sector Value ETF,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,N/A,76492547,,108/11/19,108/11/08,"1,229,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
875,國泰網路資安ETF證券投資信託基金,納斯達克ISE 全球網路資安指數,227008399,國外成分證券指數股票型基金,Cathay Cyber Security ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,游日傑,77060531,國泰證券投資信託股份有限公司,109/03/30,109/03/23,"28,988,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,是,
876,元大全球5G關鍵科技ETF證券投資信託基金(原名:元大全球未來關鍵科技ETF證券投資信託基金),iSTOXX全球5G關鍵科技指數,(02)27175555,國外成分證券指數股票型基金,Yuanta Global 5G & NexGen Telecommunication Components ETF,臺北市大安區敦化南路二段69號18樓及67號地下一層,劉宗聖,陳沛宇,陳沛宇,林瑞源,劉偉正,77549343,,109/07/07,109/06/22,"177,524,000",臺灣集中保管結算股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
878,國泰台灣高股息傘型證券投資信託基金之台灣ESG永續高股息ETF證券投資信託基金,MSCI臺灣ESG永續高股息精選30指數,02-27008399,國內成分證券指數股票型基金,Cathay MSCI Taiwan ESG Sustainability High Dividend Yield ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,鍾郁婕,88090913,國泰證券投資信託股份有限公司,109/07/20,109/07/10,"10,342,290,000",台灣集中保管結算所股份有限公司,02-27195805,台北市復興北路363號11樓,否,
881,國泰台灣5G PLUS ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃FactSet 5G+通訊指數,02-27008399,國內成分證券指數股票型基金,Cathay Taiwan 5G PLUS ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,蘇鼎宇,88114133,國泰證券投資信託股份有限公司,109/12/10,109/12/01,"2,621,903,000",台灣集中保管結算所股份有限公司,02-27195805,台北市復興北路363號11樓,否,
882,中國信託全球收益ETF傘型證券投資信託基金之中國信託恒生中國高股息ETF證券投資信託基金,恒生中國高股息率指數,26526688,國外成分證券指數股票型基金,CTBC Hang Seng China High Dividend Yield ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,葉松炫,88134187,,110/02/04,110/01/27,"3,470,349,000",中國信託證券投資信託股份有限公,26526688,台北市南港區經貿二路188號12樓,是,
885,富邦富時越南ETF證券投資信託基金,富時越南30指數,8771-6688,國外成分證券指數股票型基金,Fubon FTSE Vietnam ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,楊貽甯,88173189,富邦證券投資信託股份有限公司,110/04/19,110/03/30,"1,980,738,000",富邦證券投資信託股份有限公司,8771-6688,台北市敦化南路一段108號8樓,是,
891,中國信託臺灣ESG永續關鍵半導體ETF證券投資信託基金,ICE FactSet 臺灣ESG永續關鍵半導體指數,26526688,國內成分證券指數股票型基金,CTBC Taiwan ESG Leading Semiconductor ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,張圭慧,88182265,,110/05/28,110/05/20,"1,297,090,000",中國信託證券投資信託股份有限公,26526688,台北市南港區經貿二路188號12樓,否,
892,富邦台灣核心半導體ETF證券投資信託基金,ICE FactSet台灣核心半導體指數,8771-6688,國內成分證券指數股票型基金,Fubon ICE FactSet Taiwan Core Semiconductor ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,陳又又吉,88183736,富邦證券投資信託股份有公司,110/06/10,110/06/02,"708,292,000",富邦證券投資信託股份有限公司,87716688,台北市敦化南路一段108號8樓,否,
893,國泰全球智能電動車ETF證券投資信託基金,ICE FactSet 全球智能電動車指數,227008399,國外成分證券指數股票型基金,Cathay Global Autonomous EV ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,游日傑,88185256,國泰證券投資信託股份有限公司,110/07/01,110/06/21,"1,188,884,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,是,
894,中國信託特選小資高價30ETF證券投資信託基金,臺灣指數公司特選小資高價30指數,(02)26526688,國內成分證券指數股票型基金,CTBC TIP Customized Investor Movement Aristocrats 30ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,張圭慧,88195183,,110/08/13,110/08/05,"146,509,000",中國信託證券投資信託股份有限公,(02)26526688,台北市南港區經貿二路188號12樓,否,
895,富邦未來車ETF證券投資信託基金,MSCI ACWI IMI 精選未來車30指數,8771-6688,國外成分證券指數股票型基金,Fubon MSCI ACWI IMI Select Future Mobility Top 30 Capped ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,王素珍,88194950,富邦證券投資信託股份有限公司,110/08/12,110/08/02,"305,916,000",富邦證券投資信託股份有限公司,8771-6688,台北市敦化南路一段108號8樓,是,
896,中國信託臺灣綠能及電動車ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃綠能及電動車指數,(02)26526688,國內成分證券指數股票型基金,CTBC TIP Customized Taiwan Green Energy and Electric Vehicles ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,張苡琤,88231049,,110/09/16,110/09/09,"268,880,000",中國信託證券投資信託股份有限公,(02)26526688,台北市南港區經貿二路188號12樓,否,
897,富邦基因免疫生技ETF證券投資信託基金,NYSE FactSet 全球基因免疫生技指數,8771-6688,國外成分證券指數股票型基金,Fubon NYSE FactSet Global Genomics and Immuno Biopharma ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,蘇筱婷,88234242,富邦投信,110/10/04,110/09/24,"296,012,000",富邦證券投資信託股份有限公司,8771-6688,台北市敦化南路一段108號8樓,是,
898,國泰全球基因免疫與醫療革命ETF證券投資信託基金,Solactive全球基因免疫與醫療革命指數,227008399,國外成分證券指數股票型基金,Solactive Global Genomics Immunology and medical revolution index,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,游日傑,88237803,國泰證券投資信託股份有限公司,110/11/22,110/11/11,"309,976,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,是,
899,富蘭克林華美全球潔淨能源ETF證券投資信託基金,標普全球潔淨能源精選指數,(02)27819599,國外成分證券指數股票型基金,Franklin Templeton SinoAm Global Clean Energy ETF,106台北市大安區忠孝東路四段87號12樓,黃書明,王亞立,王亞立,無,江明鴻,88251656,,111/01/21,111/01/12,"21,135,000",臺灣集中保管結算所股份有限公司,(02)27195805,&#160;台北市復興北路363號11樓,是,
900,富邦特選台灣高股息30 ETF證券投資信託基金,特選臺灣高股息30指數,8771-6688,國內成分證券指數股票型基金,Fubon Taiwan Index high dividend 30 ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,黃煜翔,88254540,富邦投信,110/12/22,110/12/14,"3,031,525,000",富邦證券投資信託股份有限公司,8771-6688,台北市敦化南路一段108樓8樓,否,
901,永豐台灣智能車供應鏈ETF證券投資信託基金,臺灣指數公司特選上市上櫃臺灣智能車供應鏈聯盟指數,(02)2361-8110,國內成分證券指數股票型基金,SinoPac Taiwan Electric Vehicle Supply Chain ETF,100台北市博愛路17號13樓及14樓,陳思寬,羅瑞媛,濮樂偉,陳傳毅,林永祥,88255098,,110/12/15,110/12/06,"162,349,000",永豐證券投資信託股份有限公司,(02)2361-8110,100台北市博愛路17號13樓及14樓,否,
902,中國信託電池及儲能科技ETF證券投資信託基金,ICE FactSet 電池與儲能科技指數,(02)26526688,國外成分證券指數股票型基金,CTBC Battery and Energy Storage Technology ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,詹佳峰,88261134,,111/01/25,111/01/18,"651,497,000",中國信託證券投資信託股份有限公,(02)26526688,台北市南港區經貿二路188號12樓,是,
903,富邦元宇宙ETF證券投資信託基金,Solactive元宇宙指數,8771-6688,國外成分證券指數股票型基金,Fubon Solactive Metaverse ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,王辰方,88261140,富邦投信,111/01/24,111/01/14,"311,221,000",富邦證券投資信託股份有限公司,8771-6688,台北市敦化南路一段108號8樓,是,
904,新光臺灣全市場半導體精選30ETF證券投資信託基金,臺灣指數公司臺灣全市場半導體精選30指數,(02)25071123,國內成分證券指數股票型基金,Shin Kong TIP Taiwan Semiconductor 30 ETF,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,王韻茹,88265048,,111/03/07,111/02/23,"119,112,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,否,
905,富蘭克林華美臺灣Smart ETF證券投資信託基金,臺灣指數公司特選Smart多因子指數,(02)27819599,國內成分證券指數股票型基金,Franklin Templeton SinoAm Taiwan Smart ETF,106台北市大安區忠孝東路四段87號12樓,黃書明,王亞立,王亞立,無,林孟迪,88266320,無,111/04/21,111/04/13,"188,827,000",臺灣集中保管結算所股份有限公司,(02)27195805,&#160;台北市復興北路363號11樓,否,
906,大華銀元宇宙科技與服務ETF證券投資信託基金,Solactive元宇宙科技與服務指數,(02)2719-7005,國外成分證券指數股票型基金,United Metaverse Technology and Services ETF,臺北市松山區民生東路三段109號15樓,張文傑,張耿豪,王政修,無,鄭翰紘,88281125,無,111/05/17,111/05/06,"1,271,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
907,永豐台灣優選入息存股ETF證券投資信託基金,臺灣指數公司特選臺灣優選入息存股指數,(02)2361-8110,國內成分證券指數股票型基金,SinoPac Taiwan Superior Dividend Highlight Stocks ETF,100台北市博愛路17號13樓及14樓,陳思寬,羅瑞媛,濮樂偉,陳傳毅,張怡琳,88313702,,111/05/24,111/05/17,"197,133,000",永豐證券投資信託股份有限公司,(02)2361-8110,100台北市博愛路17號13樓及14樓,否,
908,富邦全球入息不動產與基礎建設ETF證券投資信託基金,全球入息不動產與基礎建設指數,8771-6688,國外成分證券指數股票型基金,Fubon Global Dividend REITs and Infrastructure ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,蘇筱婷,88313560,富邦投信,111/05/20,111/05/10,"51,916,000",富邦投信,8771-6688,台北市敦化南路一段108號8樓,是,
909,國泰全球數位支付服務ETF證券投資信託基金,Solactive全球數位支付服務指數,02-27008399,國外成分證券指數股票型基金,Cathay Global Digital Payment Services ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,游凱卉,88317046,國泰證券投資信託股份有限公司,111/07/13,111/07/01,"10,704,000",台灣集中保管結算所股份有限公司,02-27195805,台北市復興北路363號11樓,是,
910,第一金太空衛星ETF證券投資信託基金,太空衛星指數,(02)25041000,國外成分證券指數股票型基金,FSITC Aerospace and Satellite ETF,台北市10477民權東路三段6號7樓,尤昭文,林雅菁,廖文偉,李汪旗,牟宗堯,88316551,無,111/07/20,111/07/12,"7,439,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
911,兆豐洲際半導體ETF證券投資信託基金,洲際半導體指數,21758388,國外成分證券指數股票型基金,Mega ICE Semiconductor ETF,台北市松山區復興北路167號17樓,陳佩君,黃大川,黃大川,謝秀瑛,吳朋鴻,88317812,無,111/06/27,111/06/17,"6,403,000",兆豐國際證券投資信託股份有限公,21758388,台北市松山區復興北路167號17樓,是,
912,中國信託臺灣智慧50ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃智慧50指數,(02)26526688,國內成分證券指數股票型基金,CTBC TIP Customized Taiwan Smart Factor 50 ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,張圭慧,88319403,,111/06/29,111/06/22,"53,253,000",中國信託證券投資信託股份有限公,(02)26526688,台北市南港區經貿二路188號12樓,否,
913,兆豐特選台灣晶圓製造 ETF證券投資信託基金,臺灣晶圓製造指數,(02)21758388,國內成分證券指數股票型基金,Mega Taiwan Wafer Manufacture ETF,台北市松山區復興北路167號17樓,陳佩君,黃大川,黃大川,謝秀瑛,吳朋鴻,88321560,無,111/08/08,111/08/01,"12,766,000",兆豐國際證券投資信託股份有限公,(02)21758388,台北市松山區復興北路167號17樓,否,
915,凱基台灣優選高股息30ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃多因子優選高股息30指數,(02)2181-5678,國內成分證券指數股票型基金,KGI Taiwan Premium Selection High Dividend 30 ETF,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,無,顏良宇,88324665,,111/08/09,111/08/01,"219,483,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,否,
916,國泰全球品牌50ETF證券投資信託基金,ICE FactSet 全球品牌50指數,(02)27008399,國外成分證券指數股票型基金,Cathay Global Top 50 Brands ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,李翰林,88325405,國泰證券投資信託股份有限公司,111/09/26,111/09/16,"68,919,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,是,
917,中國信託特選金融及數據ETF證券投資信託基金,ICE FactSet 特選金融及數據指數,(02)26526688,國外成分證券指數股票型基金,CTBC Selected Financials and Data Industry ETF,台北市南港區經貿二路188號12樓,陳國世,陳正華,陳正華(代理),黃伊芃,葉松炫,88326299,,111/08/26,111/08/18,"31,478,000",中國信託證券投資信託股份有限公,(02)26526688,台北市南港區經貿二路188號12樓,是,
918,大華銀台灣優選股利高填息30ETF證券投資信託基金,特選台灣優利高填息30指數,(02)2719-7005,國內成分證券指數股票型基金,United Taiwan High Dividend Recovery ETF,臺北市松山區民生東路三段109號16樓,張文傑,張耿豪,王政修,無,楊斯淵,88329556,無,111/11/24,111/11/15,"119,264,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,否,無
919,群益台灣精選高息ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃精選高息指數,(02)27067688,國內成分證券指數股票型基金,CAPITAL TIP CUSTOMIZED TAIWAN SELECT HIGH DIVIDEND EXCHANGE TRADED FUND,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,謝明志,88330879,無,111/10/20,111/10/13,"1,735,135,000",群益證券投資信託股份有限公司,(02)27067688,台北市大安區敦化南路二段69號15樓,否,
920,富邦全球ESG綠色電力ETF證券投資信託基金,ICE FactSet 全球綠能ESG指數,8771-6688,國外成分證券指數股票型基金,Fubon Global ESG Green Energy ETF,台北市敦化南路一段108號8樓,史綱,史綱,林欣怡,林欣怡,洪珮甄,88332996,富邦投信,111/10/20,111/10/12,"14,280,000",富邦投信,8771-6688,台北市敦化南路一段108號8樓,是,
921,兆豐台灣產業龍頭存股等權重ETF證券投資信託基金,特選臺灣產業龍頭存股等權重指數,(02)21758388,國內成分證券指數股票型基金,Mega Taiwan Market Leader EW ETF,台北市松山區復興北路167號17樓,陳佩君,黃大川,黃大川,謝秀瑛,吳朋鴻,88351249,無,112/01/13,112/01/04,"63,270,000",兆豐國際證券投資信託股份有限公司,(02)21758388,台北市松山區復興北路167號17樓,否,
922,國泰台灣領袖 50 ETF 證券投資信託基金,MSCI台灣領袖50精選指數,(02)27008399,國內成分證券指數股票型基金,Cathay MSCI Taiwan Leaders 50 Select ETF,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,蘇鼎宇,88385923,國泰證券投資信託股份有限公司,112/03/27,112/03/16,"475,686,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,否,
923,群益台灣ESG低碳50ETF證券投資信託基金,臺灣指數公司特選臺灣ESG低碳50指數,(02)27067688,國內成分證券指數股票型基金,CAPITAL TIP CUSTOMIZED TAIWAN ESG LOW CARBON 50 EXCHANGE TRADED FUND,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,洪祥益,88385901,無,112/03/08,112/02/24,"743,923,000",群益證券投資信託股份有限公司,(02)27067688,台北市大安區敦化南路二段69號15樓,否,
924,復華美國標普500成長ETF證券投資信託基金,標普500成長指數,(02)8161-6800,國外成分證券指數股票型基金,Fuh Hwa US S&P 500 Growth ETF,臺北市中山區八德路２段３０８號７樓、８樓及９樓,杜俊雄,張偉智,張偉智,無,吳允翔,88391777,,112/04/26,112/04/12,"114,103,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,是,
925,新光標普電動車ETF證券投資信託基金,標普Kensho電動車市值加權指數,(02)25071123,國外成分證券指數股票型基金,Shin Kong S&P Electric Vehicles ETF,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,劉恆誌,88392728,,112/04/18,112/03/31,"8,751,000",臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,是,
926,凱基全球菁英55 ETF證券投資信託基金,彭博全球菁英 55 指數,(02)2181-5678,國外成分證券指數股票型基金,KGI Global Industry Elite 55 ETF,台北市中山區明水路698號,丁紹曾,張慈恩,張慈恩,無,施政廷,88396230,,112/06/02,112/05/26,"30,982,000",臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,是,
927,群益台灣半導體收益ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃半導體收益指數,(02)2706-7688,國內成分證券指數股票型基金,CAPITAL TIP CUSTOMIZED TAIWAN SEMICONDUCTOR DIVIDEND YIELD EXCHANGE TRADED FUND,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,謝明志,88397435,無,112/06/06,112/05/29,"214,397,000",群益證券投資信託股份有限公司,(02)27067688,台北市大安區敦化南路二段69號15樓,否,
929,復華台灣科技優息ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃科技優息指數,(02)8161-6800,國內成分證券指數股票型基金,Fuh Hwa Taiwan Technology Dividend Highlight ETF,台北市八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,許忠成,88399314,,112/06/09,112/06/01,"3,801,139,000",&#160;臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,否,
930,永豐台灣ESG低碳高息40ETF證券投資信託基金,臺灣指數公司特選臺灣上市上櫃ESG低碳高息40指數,(02)2361-8110,國內成分證券指數股票型基金,SinoPac Taiwan ESG Low Carbon High Dividend ETF,100台北市博愛路17號13樓及14樓,陳思寬,羅瑞媛,濮樂偉,陳傳毅,張怡琳,93104629,,112/07/13,112/07/07,"120,279,000",永豐證券投資信託股份有限公司,(02)2361-8110,100台北市博愛路17號13樓及14樓,否,
932,兆豐台灣ESG永續高股息等權重ETF證券投資信託基金,臺灣ESG永續高股息等權重指數,(02)21758388,國內成分證券指數股票型基金,Mega Taiwan ESG High Dividend Equal Weight ETF,台北市松山區復興北路167號17樓,陳佩君,黃大川,黃大川,謝秀瑛,吳朋鴻,93111473,無,112/09/01,112/08/22,"218,283,000",兆豐國際證券投資信託股份有限公司,(02)21758388,台北市松山區復興北路167號17樓,否,
